numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
220;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);1679;2025;UEM - Universidade Estadual de Maringá
221;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9155;2024;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
222;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9143;2024;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
223;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9636;2024;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
225;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9087;2024;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
226;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9123;2024;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
227;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);1610;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
228;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);2117;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
230;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9224;2024;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
231;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9230;2024;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
232;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9567;2024;UEM - Universidade Estadual de Maringá
233;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);240;2025;UEM - Universidade Estadual de Maringá
234;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);9520;2024;UEM - Universidade Estadual de Maringá
235;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);315;2025;UEM - Universidade Estadual de Maringá
236;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);244;2025;UEM - Universidade Estadual de Maringá
238;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);2372;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
240;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);231;2025;UEM - Universidade Estadual de Maringá
241;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);2369;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
242;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);233;2025;UEM - Universidade Estadual de Maringá
243;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);2466;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
245;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);3984;2025;SEIL - Secretaria de Estado da Infraestrutura e Logística
247;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);2353;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
248;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);1851;2025;UEPG - Universidade Estadual de Ponta Grossa
250;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);2405;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
263;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);4024;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1;2024;Concorrência Presencial (Lei Federal 14.133/2021);9145;2024;UNICENTRO - Universidade Estadual do Centro-Oeste
5;2024;Concorrência Presencial (Lei Federal 14.133/2021);1704;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
5;2024;Concorrência Presencial (Lei Federal 14.133/2021);1706;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
6;2024;Concorrência Presencial (Lei Federal 14.133/2021);2865;2025;SECOM - Secretaria de Estado da Comunicação
7;2024;Concorrência Presencial (Lei Federal 14.133/2021);1925;2025;ALEP - Assembleia Legislativa do Estado do Paraná
8;2024;Concorrência Presencial (Lei Federal 14.133/2021);5613;2025;SECOM - Secretaria de Estado da Comunicação
9;2024;Concorrência Pública;3705;2024;UEL - Universidade Estadual de Londrina
13;2024;Credenciamento;5925;2024;UENP - Universidade Estadual do Norte do Paraná
1;2024;Leilão;2962;2024;DETRAN - Departamento de Trânsito do Estado do Paraná
3;2024;Licitação Eletrônica - Estatal;5877;2024;APPA - Administração dos Portos de Paranaguá e Antonina
5;2024;Licitação Eletrônica - Estatal;3598;2024;COHAPAR - Companhia de Habitação do Paraná
5;2024;Licitação Eletrônica - Estatal;3173;2025;COHAPAR - Companhia de Habitação do Paraná
9;2024;Licitação Eletrônica - Estatal;5191;2024;COHAPAR - Companhia de Habitação do Paraná
9;2024;Licitação Eletrônica - Estatal;5286;2024;COHAPAR - Companhia de Habitação do Paraná
9;2024;Licitação Eletrônica - Estatal;5287;2024;COHAPAR - Companhia de Habitação do Paraná
13;2024;Licitação Eletrônica - Estatal;2110;2025;COHAPAR - Companhia de Habitação do Paraná
17;2024;Licitação Eletrônica - Estatal;2085;2025;COHAPAR - Companhia de Habitação do Paraná
22;2024;Licitação Eletrônica - Estatal;2307;2025;COHAPAR - Companhia de Habitação do Paraná
48;2024;Licitação Eletrônica - Estatal;6293;2024;COHAPAR - Companhia de Habitação do Paraná
55;2024;Licitação Eletrônica - Estatal;6832;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
57;2024;Licitação Eletrônica - Estatal;249;2025;COHAPAR - Companhia de Habitação do Paraná
58;2024;Licitação Eletrônica - Estatal;7320;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
59;2024;Licitação Eletrônica - Estatal;236;2025;COHAPAR - Companhia de Habitação do Paraná
62;2024;Licitação Eletrônica - Estatal;9640;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
63;2024;Licitação Eletrônica - Estatal;834;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
63;2024;Licitação Eletrônica - Estatal;1894;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
72;2024;Licitação Eletrônica - Estatal;1;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
72;2024;Licitação Eletrônica - Estatal;2820;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
75;2024;Licitação Eletrônica - Estatal;4328;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
77;2024;Licitação Eletrônica - Estatal;285;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
81;2024;Licitação Eletrônica - Estatal;7513;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
82;2024;Licitação Eletrônica - Estatal;37;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
83;2024;Licitação Eletrônica - Estatal;9643;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
83;2024;Licitação Eletrônica - Estatal;9644;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
87;2024;Licitação Eletrônica - Estatal;8166;2024;COHAPAR - Companhia de Habitação do Paraná
88;2024;Licitação Eletrônica - Estatal;9647;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
89;2024;Licitação Eletrônica - Estatal;421;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
89;2024;Licitação Eletrônica - Estatal;422;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
89;2024;Licitação Eletrônica - Estatal;425;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
92;2024;Licitação Eletrônica - Estatal;9194;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
92;2024;Licitação Eletrônica - Estatal;9195;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
93;2024;Licitação Eletrônica - Estatal;2229;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
95;2024;Licitação Eletrônica - Estatal;1911;2025;COHAPAR - Companhia de Habitação do Paraná
97;2024;Licitação Eletrônica - Estatal;4239;2025;COHAPAR - Companhia de Habitação do Paraná
101;2024;Licitação Eletrônica - Estatal;463;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
102;2024;Licitação Eletrônica - Estatal;3364;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
106;2024;Licitação Eletrônica - Estatal;998;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
108;2024;Licitação Eletrônica - Estatal;1517;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
112;2024;Licitação Eletrônica - Estatal;3294;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
2;2024;Licitação Pública Nacional - BID;8256;2024;SECID - Secretaria de Estado das Cidades (Antigo SEDU)
2;2024;Licitação Pública Nacional - BID;8256;2024;SESP - Secretaria de Estado da Segurança Pública
2;2024;Pregão Eletrônico;3232;2024;APPA - Administração dos Portos de Paranaguá e Antonina
3;2024;Pregão Eletrônico;1680;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
5;2024;Pregão Eletrônico;1061;2024;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
8;2024;Pregão Eletrônico;2303;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
8;2024;Pregão Eletrônico;5343;2024;IAT - Instituto Água e Terra (Antigo IAP)
9;2024;Pregão Eletrônico;4868;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
12;2024;Pregão Eletrônico;1898;2024;FERROESTE - Estrada de Ferro Paraná Oeste S.A.
16;2024;Pregão Eletrônico;1386;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
20;2024;Pregão Eletrônico;2573;2024;APPA - Administração dos Portos de Paranaguá e Antonina
22;2024;Pregão Eletrônico;2823;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
22;2024;Pregão Eletrônico;5370;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
23;2024;Pregão Eletrônico;3005;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
27;2024;Pregão Eletrônico;3453;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
32;2024;Pregão Eletrônico;3225;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
36;2024;Pregão Eletrônico;2108;2024;TCEPR - Tribunal do Contas do Estado do Paraná
39;2024;Pregão Eletrônico;3235;2024;APPA - Administração dos Portos de Paranaguá e Antonina
40;2024;Pregão Eletrônico;2437;2024;JUCEPAR - Junta Comercial do Paraná
41;2024;Pregão Eletrônico;2620;2024;UNIOESTE FBELT - Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão
45;2024;Pregão Eletrônico;3351;2024;APPA - Administração dos Portos de Paranaguá e Antonina
48;2024;Pregão Eletrônico;4921;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
49;2024;Pregão Eletrônico;4997;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
51;2024;Pregão Eletrônico;4453;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
51;2024;Pregão Eletrônico;4476;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
51;2024;Pregão Eletrônico;6326;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
54;2024;Pregão Eletrônico;3275;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
61;2024;Pregão Eletrônico;6309;2024;APPA - Administração dos Portos de Paranaguá e Antonina
64;2024;Pregão Eletrônico;3695;2024;UENP - Universidade Estadual do Norte do Paraná
65;2024;Pregão Eletrônico;3190;2024;UENP - Universidade Estadual do Norte do Paraná
70;2024;Pregão Eletrônico;4386;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
73;2024;Pregão Eletrônico;3081;2024;JUCEPAR - Junta Comercial do Paraná
76;2024;Pregão Eletrônico;5895;2024;APPA - Administração dos Portos de Paranaguá e Antonina
76;2024;Pregão Eletrônico;5909;2024;APPA - Administração dos Portos de Paranaguá e Antonina
76;2024;Pregão Eletrônico;5912;2024;APPA - Administração dos Portos de Paranaguá e Antonina
76;2024;Pregão Eletrônico;5937;2024;APPA - Administração dos Portos de Paranaguá e Antonina
77;2024;Pregão Eletrônico;7074;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
81;2024;Pregão Eletrônico;6647;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
88;2024;Pregão Eletrônico;5093;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
91;2024;Pregão Eletrônico;3848;2024;IAT - Instituto Água e Terra (Antigo IAP)
92;2024;Pregão Eletrônico;4830;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
96;2024;Pregão Eletrônico;5655;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
96;2024;Pregão Eletrônico;6150;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
104;2024;Pregão Eletrônico;6738;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
107;2024;Pregão Eletrônico;6594;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
107;2024;Pregão Eletrônico;1992;2025;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
108;2024;Pregão Eletrônico;5898;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
109;2024;Pregão Eletrônico;3853;2024;IAT - Instituto Água e Terra (Antigo IAP)
111;2024;Pregão Eletrônico;5942;2024;APPA - Administração dos Portos de Paranaguá e Antonina
111;2024;Pregão Eletrônico;6051;2024;APPA - Administração dos Portos de Paranaguá e Antonina
111;2024;Pregão Eletrônico;6053;2024;APPA - Administração dos Portos de Paranaguá e Antonina
112;2024;Pregão Eletrônico;4544;2024;IAT - Instituto Água e Terra (Antigo IAP)
115;2024;Pregão Eletrônico;5775;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
119;2024;Pregão Eletrônico;5498;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
122;2024;Pregão Eletrônico;4231;2024;IAT - Instituto Água e Terra (Antigo IAP)
128;2024;Pregão Eletrônico;6213;2024;IAT - Instituto Água e Terra (Antigo IAP)
128;2024;Pregão Eletrônico;6292;2024;IAT - Instituto Água e Terra (Antigo IAP)
129;2024;Pregão Eletrônico;5072;2024;IAT - Instituto Água e Terra (Antigo IAP)
129;2024;Pregão Eletrônico;935;2025;IAT - Instituto Água e Terra (Antigo IAP)
132;2024;Pregão Eletrônico;6508;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
135;2024;Pregão Eletrônico;6486;2024;APPA - Administração dos Portos de Paranaguá e Antonina
135;2024;Pregão Eletrônico;6488;2024;APPA - Administração dos Portos de Paranaguá e Antonina
135;2024;Pregão Eletrônico;6552;2024;APPA - Administração dos Portos de Paranaguá e Antonina
135;2024;Pregão Eletrônico;6553;2024;APPA - Administração dos Portos de Paranaguá e Antonina
135;2024;Pregão Eletrônico;6555;2024;APPA - Administração dos Portos de Paranaguá e Antonina
136;2024;Pregão Eletrônico;5345;2024;IAT - Instituto Água e Terra (Antigo IAP)
136;2024;Pregão Eletrônico;5346;2024;IAT - Instituto Água e Terra (Antigo IAP)
136;2024;Pregão Eletrônico;5347;2024;IAT - Instituto Água e Terra (Antigo IAP)
136;2024;Pregão Eletrônico;5348;2024;IAT - Instituto Água e Terra (Antigo IAP)
136;2024;Pregão Eletrônico;5349;2024;IAT - Instituto Água e Terra (Antigo IAP)
140;2024;Pregão Eletrônico;4991;2024;IAT - Instituto Água e Terra (Antigo IAP)
140;2024;Pregão Eletrônico;5118;2024;IAT - Instituto Água e Terra (Antigo IAP)
143;2024;Pregão Eletrônico;538;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
143;2024;Pregão Eletrônico;544;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
143;2024;Pregão Eletrônico;545;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
154;2024;Pregão Eletrônico;3648;2024;UEL - Universidade Estadual de Londrina
154;2024;Pregão Eletrônico;3649;2024;UEL - Universidade Estadual de Londrina
154;2024;Pregão Eletrônico;3650;2024;UEL - Universidade Estadual de Londrina
154;2024;Pregão Eletrônico;3651;2024;UEL - Universidade Estadual de Londrina
203;2024;Pregão Eletrônico;9603;2024;FERROESTE - Estrada de Ferro Paraná Oeste S.A.
203;2024;Pregão Eletrônico;9605;2024;FERROESTE - Estrada de Ferro Paraná Oeste S.A.
203;2024;Pregão Eletrônico;9609;2024;FERROESTE - Estrada de Ferro Paraná Oeste S.A.
211;2024;Pregão Eletrônico;9610;2024;FERROESTE - Estrada de Ferro Paraná Oeste S.A.
211;2024;Pregão Eletrônico;9612;2024;FERROESTE - Estrada de Ferro Paraná Oeste S.A.
220;2024;Pregão Eletrônico;4412;2025;UEM - Universidade Estadual de Maringá
3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2862;2025;SEIA - Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI)
3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3236;2025;PGE - Procuradoria Geral do Estado
3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4981;2025;DPC - Departamento de Polícia Civil - SESP
3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5112;2025;PGE - Procuradoria Geral do Estado
5;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1239;2024;UEPG - Universidade Estadual de Ponta Grossa
7;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6245;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
