numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;porte_municipio;driver_principal;tipo_anomalia;z_score_driver
3;2021;Pregão Internacional;Homologado;Aquisição de MEDICAMENTOS IMPORTADOS (HIDROCORTIZONA 5 MG, HIDROCORTIZONA 10 MG) para atender a Demanda Judicial;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;6424200.0;4825800.0;2021-10-21;2021-11-23;TB_LICITACOES-2021.csv;aquisição de medicamentos importados (hidrocortizona 5 mg, hidrocortizona 10 mg) para atender a demanda judicial;0.7511908097506305;False;33.0;2021;116;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.018272804188303435;0.027792973569022765;0.0039925501172244455;Regular;False;;;;
580;2021;Pregão Eletrônico;Homologado;Aquisição de poltronas de auditório com prancheta escamoteável, para atender a demanda do DEPARTAMENTO DE INTELIGÊNCIA DO ESTADO DO PARANÁ- DIEP, ;SESP-Secretaria de Estado da Segurança Pública;Menor Preço;5187825.0;4675000.0;2021-07-15;2021-08-05;TB_LICITACOES-2021.csv;aquisição de poltronas de auditório com prancheta escamoteável, para atender a demanda do departamento de inteligência do estado do paraná- diep,;0.9011483617893818;False;21.0;2021;66;sesp-secretaria de estado da seguranca publica;;;;outros;0.01827218964950053;0.028229554937341507;0.0033361417177390734;Regular;False;;;;
1624;2022;Pregão Eletrônico;Homologado;Aquisição e instalação de persianas;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;36771450.0;18384643.0;2022-09-29;2022-10-25;TB_LICITACOES-2022.csv;aquisição e instalação de persianas;0.4999705749977224;False;26.0;2022;92;der-departamento de estradas de rodagem do estado do parana;;;;outros;0.018241720781179596;0.02560938308552793;0.007190227324657098;Regular;False;;;;
324;2022;Pregão Eletrônico;Homologado;Aquisição de gás GLP para o Hospital Universitário Regional dos Campos Gerais e para o Hospital Universitário Materno Infantil;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;44944420.0;37664690.0;2022-05-02;2022-05-12;TB_LICITACOES-2022.csv;aquisição de gás glp para o hospital universitário regional dos campos gerais e para o hospital universitário materno infantil;0.8380281690140845;False;10.0;2022;86;uepg-hurcg-hospital universitario regional dos campos gerais;;;;saude;0.01818891980029641;0.027811064838189518;0.003755702243456752;Regular;False;;;;
1438;2022;Pregão Eletrônico;Homologado;Abertura de licitação visando a aquisição de equipamento para refeitório e cozinha para atender a demanda do Quartel Central do Corpo de Bombeiros do Estado do Paraná ;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Menor Preço;11187399.0;6859385.0;2022-10-05;2022-10-31;TB_LICITACOES-2022.csv;abertura de licitação visando a aquisição de equipamento para refeitório e cozinha para atender a demanda do quartel central do corpo de bombeiros do estado do paraná;0.6131349208158214;False;26.0;2022;63;cbmpr-corpo de bombeiros militar do parana (antigo pmpr-ccb);;;;outros;0.018151394865149162;0.02599267328376229;0.006389477237229473;Regular;False;;;;
938;2021;Pregão Eletrônico;Homologado;1Aquisição de EQUIPAMENTOS HOSPITALARES contemplados na Emenda Parlamentar 08597121000/1110-06 de 2011para atender a demanda do Hospital Infantil Waldemar Monastier ;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;97328785.0;75626841.0;2021-08-26;2021-11-05;TB_LICITACOES-2021.csv;1aquisição de equipamentos hospitalares contemplados na emenda parlamentar 08597121000/1110-06 de 2011para atender a demanda do hospital infantil waldemar monastier;0.7770244023903103;False;71.0;2021;116;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.018110814712879366;0.02709781158152832;0.004630319409905934;Regular;False;;;;
684;2022;Pregão Eletrônico;Homologado;Registro de Preços, pelo período de 12 meses, para futura e eventual aquisição de HEMÁCIAS REAGENTES, a serem distribuídos para o Hemocentro Coordenador do Paraná e a Hemorrede Estadual;SESA-Secretaria de Estado da Saúde;Menor Preço;35445600.0;22999860.0;2022-05-27;2022-06-15;TB_LICITACOES-2022.csv;registro de preços, pelo período de 12 meses, para futura e eventual aquisição de hemácias reagentes, a serem distribuídos para o hemocentro coordenador do paraná e a hemorrede estadual;0.6488777168393256;False;19.0;2022;188;sesa-secretaria de estado da saude;;;;saude;0.018018229394497536;0.02759198853965075;0.003657590676767711;Regular;False;;;;
566;2023;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item e por lote, objetivando a aquisição de absorvente e fraldas para o Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;32133700.0;23419525.0;2023-04-25;2023-05-16;TB_LICITACOES-2023.csv;pregão eletrônico, do tipo menor preço por item e por lote, objetivando a aquisição de absorvente e fraldas para o hospital universitário do oeste do paraná - huop.;0.7288150757615837;False;21.0;2023;61;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.017989020009221663;0.028653781572437857;0.0019918776643973735;Regular;False;;;;
873;2022;Pregão Eletrônico;Homologado;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de MEDICAMENTOS;SESA-Secretaria de Estado da Saúde;Menor Preço;112160782.0;64588745.0;2022-06-20;2022-07-14;TB_LICITACOES-2022.csv;registro de preços, por um período de 12 meses, para futura e eventual aquisição de medicamentos;0.5758585474198994;False;24.0;2022;188;sesa-secretaria de estado da saude;;;;saude;0.017981716925309834;0.02814236215159558;0.0027407490858812177;Regular;False;;;;
925;2022;Pregão Eletrônico;Homologado;Aquisição de café, açúcar e artigos de higiene pessoal.;UENP-Universidade Estadual do Norte do Paraná;Menor Preço;28319559.0;20837580.0;2022-06-23;2022-07-01;TB_LICITACOES-2022.csv;aquisição de café, açúcar e artigos de higiene pessoal.;0.7358017121664924;False;8.0;2022;62;uenp-universidade estadual do norte do parana;;;;outros;0.017942302423703753;0.02542207806457999;0.006722638962389397;Regular;False;;;;
758;2021;Pregão Eletrônico;Homologado;Registro de Preços para Futura e eventual aquisição de esponja hemostática, fio e fita cirúrgica para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP. ;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;8330152.0;7263680.0;2021-08-19;2021-09-02;TB_LICITACOES-2021.csv;registro de preços para futura e eventual aquisição de esponja hemostática, fio e fita cirúrgica para consumo frequente no hospital universitário do oeste do paraná - huop.;0.8719744849793857;False;14.0;2021;77;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.017782710660563125;0.027645064717310215;0.002989179575442484;Regular;False;;;;
15;2022;Pregão Eletrônico;Homologado;A presente licitação tem por objeto  Registro de Preços pelo período de 12 doze meses, para futura e eventual aquisição de POLIVITAMÍNICOS OLIGOELEMENTOS E NUTRIÇÃO PARENTERAL, para atender às necessidades do Complexo Hospitalar do Trabalhador  CHT;SESA-Secretaria de Estado da Saúde;Menor Preço;46074140.0;29383640.0;2022-04-08;2022-05-02;TB_LICITACOES-2022.csv;a presente licitação tem por objeto registro de preços pelo período de 12 doze meses, para futura e eventual aquisição de polivitamínicos oligoelementos e nutrição parenteral, para atender às necessidades do complexo hospitalar do trabalhador cht;0.6377469009730838;False;24.0;2022;188;sesa-secretaria de estado da saude;;;;saude;0.01761015275536934;0.027663546654484193;0.002530061906697062;Regular;False;;;;
712;2022;Pregão Eletrônico;Homologado;Aquisição de ferramentas e materiais elétricos - eletrônicos, para atender às necessidades dos quartéis do Corpo de Bombeiros do Paraná;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Menor Preço;18065654.0;12981679.0;2022-06-08;2022-08-24;TB_LICITACOES-2022.csv;aquisição de ferramentas e materiais elétricos - eletrônicos, para atender às necessidades dos quartéis do corpo de bombeiros do paraná;0.7185833958737392;False;77.0;2022;63;cbmpr-corpo de bombeiros militar do parana (antigo pmpr-ccb);;;;outros;0.017487346469899162;0.02449787895804065;0.006971547737686926;Regular;False;;;;
236;2021;Pregão Eletrônico;Homologado;Fornecimento de suportes de madeira de lei de primeira qualidade, medindo 3x3x3,00m e 3x3x4,00m e ripas de madeira de lei de primeira qualidade, medindo 1x3x1,35m e 1x3x2,00 para placas de sinalização rodoviária vertical, conforme quantidades e especificações contidas no Termo de Referência Anexo 01 do edital;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;39037500.0;25549375.0;2021-06-01;2021-08-09;TB_LICITACOES-2021.csv;fornecimento de suportes de madeira de lei de primeira qualidade, medindo 3x3x3,00m e 3x3x4,00m e ripas de madeira de lei de primeira qualidade, medindo 1x3x1,35m e 1x3x2,00 para placas de sinalização rodoviária vertical, conforme quantidades e especificações contidas no termo de referência anexo 01 do edital;0.6544828690361831;False;69.0;2021;83;der-departamento de estradas de rodagem do estado do parana;;;;outros;0.0172791163666637;0.023449477236712056;0.00802357506159117;Regular;False;;;;
267;2021;Pregão Eletrônico;Homologado;Execução de reparos na Delegacia de Goioerê, sito à Av. Brasília, nº 1100, no município de Goioerê, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Menor Preço;14727105.0;12760000.0;2021-05-05;2021-05-31;TB_LICITACOES-2021.csv;execução de reparos na delegacia de goioerê, sito à av. brasília, nº 1100, no município de goioerê, paraná.;0.8664296207571006;False;26.0;2021;106;pred-parana edificacoes (lei 21352/2023 - extinto);;;;outros;0.017266172356234583;0.02610679943962318;0.004005231731151688;Regular;False;;;;
1163;2021;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item, objetivando o Registro de Preços para Futura e eventual aquisição de medicamentos diversos para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;108878496.0;80693340.0;2021-11-18;2021-12-09;TB_LICITACOES-2021.csv;pregão eletrônico, do tipo menor preço por item, objetivando o registro de preços para futura e eventual aquisição de medicamentos diversos para consumo frequente no hospital universitário do oeste do paraná - huop.;0.7411320229845938;False;21.0;2021;77;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.017169877336430443;0.027137459325023112;0.002218504353541445;Regular;False;;;;
1236;2022;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item, objetivando o Registro de Preços para Futura e eventual aquisição de Bolsa coletora de secreção, vacuômetro e frasco de aspiração para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;26836270.0;24120000.0;2022-08-12;2022-08-23;TB_LICITACOES-2022.csv;pregão eletrônico, do tipo menor preço por item, objetivando o registro de preços para futura e eventual aquisição de bolsa coletora de secreção, vacuômetro e frasco de aspiração para consumo frequente no hospital universitário do oeste do paraná - huop.;0.8987836238046495;False;11.0;2022;144;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.017135479609170993;0.025653978695419688;0.004357730979797953;Regular;False;;;;
847;2021;Pregão Eletrônico;Homologado;"Contratação de empresa especializada para execução dos serviços de engenharia de reparos  no Departamento de Inteligência do Paraná  DIEP, sito à Rua
Deputado Rivadavia Vargas, nº 261, no Município de Curitiba, Paraná.";PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Menor Preço;31892590.0;24499000.0;2021-08-27;2021-09-20;TB_LICITACOES-2021.csv;contratação de empresa especializada para execução dos serviços de engenharia de reparos no departamento de inteligência do paraná  diep, sito à rua deputado rivadavia vargas, nº 261, no município de curitiba, paraná.;0.7681721678922909;False;24.0;2021;106;pred-parana edificacoes (lei 21352/2023 - extinto);;;;servicos;0.016859523818050372;0.02611114798852583;0.0029820875623371907;Regular;False;;;;
209;2022;Pregão Eletrônico;Homologado;Contratação de empresa especializada para execução dos serviços de engenharia de reparos na cobertura da Penitenciária Industrial de Cascavel, sita à Rodovia BR 277, Km 579, Centralito, no Município de Cascavel, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Menor Preço;72366341.0;64000000.0;2022-06-30;2022-07-26;TB_LICITACOES-2022.csv;contratação de empresa especializada para execução dos serviços de engenharia de reparos na cobertura da penitenciária industrial de cascavel, sita à rodovia br 277, km 579, centralito, no município de cascavel, paraná.;0.8843890559562767;False;26.0;2022;119;pred-parana edificacoes (lei 21352/2023 - extinto);;;;servicos;0.01685312522714122;0.025959981401368994;0.0031928409657995542;Regular;False;;;;
466;2021;Pregão Eletrônico;Homologado;Aaquisição de CAIXA DE PAPELÃO PERSONALIZADA, modelo CORREIO, para atender a demanda das farmácias da 2ª Regional de Saúde (RS), 10ª RS, 15ª RS e 17ª RS;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;15600000.0;10554000.0;2021-05-20;2021-06-08;TB_LICITACOES-2021.csv;aaquisição de caixa de papelão personalizada, modelo correio, para atender a demanda das farmácias da 2ª regional de saúde (rs), 10ª rs, 15ª rs e 17ª rs;0.6765384615384615;False;19.0;2021;116;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.016849022937698587;0.02416966302797664;0.005868062802281513;Regular;False;;;;
765;2021;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item e por lote, objetivando o Registro de Preços para Futura e eventual aquisição de oxigenioterapia e ventilação mecânica para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;13243490.0;6844464.0;2021-08-20;2021-09-15;TB_LICITACOES-2021.csv;pregão eletrônico, do tipo menor preço por item e por lote, objetivando o registro de preços para futura e eventual aquisição de oxigenioterapia e ventilação mecânica para consumo frequente no hospital universitário do oeste do paraná - huop.;0.5168172437929881;False;26.0;2021;77;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.01672377167530268;0.026022592939827418;0.0027755397785155763;Regular;False;;;;
